TransactionID,Company,TransactionDate,TransactionTime,Site,AssetType,AssetID,AssetName,FuelType,Quantity,Unit,PricePerUnit_LKR,TotalCost_LKR,Supplier,ReceiptNo,PaymentMethod,DriverOperator,OdometerKM,GeneratorHours,WeatherCondition,OperationalContext,Notes
FT-202607-00853,LankaTech Solutions (Pvt) Ltd,24 Jul 2026,13:26:46,KANDY BRANCH,Vehicle,WP CAB 4521,Toyota Hiace,Diesel,83.65,L,318.46,26639.18,Company Fuel Depot,RCP-626759,company fuel card,Tharindu Silva,26054.0,,Flooding,Increased deliveries,Emergency fuel top-up.
FT-202607-00583,LankaTech Solutions (Pvt) Ltd,27-07-2026,19:53:03,Colombo Head Office,Generator,GEN-CMB-01,Diesel Generator,DiesEl,41.96,Ltrs,292.76,12284.21,Company Fuel Depot,RCP-241411,company fuel card,Ruwan Bandara,,4.2,Flooding,Emergency operations,ADDITIONAL TRIP RESULTED IN HIGHER CONSUMPTION.
FT-202607-00645,LankaTech Solutions (Pvt) Ltd,2026/07/05,12:53:46,Kurunegala Warehouse,Vehicle,CP CAE 9911,Mitsubishi Canter,Diesel,100.03,LTR,288.12,28820.64,Ceypetco,RCP-548685,COMPANY FUEL CARD,Pradeep Kumar,148132.0,,Wet Roads,Emergency operations,additional fuel required due to increased activity.
FT-202607-00273,LankaTech Solutions (Pvt) Ltd,28-Jul-2026,14:31:55,Colombo Head Office,Vehicle,WP CAZ 9034,Suzuki Wagon R,petrol ,16.55,ltr,343.7,5688.23,Ceypetco,RCP-707284,corporate credit,Kasun Fernando,48525.0,,Rain,Emergency operations, Additional fuel required due to increased activity. 
FT-202607-00751,LankaTech Solutions (Pvt) Ltd,12-Jul-2026,16:55:56,Colombo Head Office,Vehicle,WP CBA 1198,Toyota Corolla,Petrol,35.98,Ltrs,307.15,11051.26,Ceypetco,RCP-759694,Corporate Credit,Nimal Perera,129733.0,,Very Hot,Inter-branch transfer,Month-end fuel requirement.
FT-202607-00900,LankaTech Solutions (Pvt) Ltd,2026/07/05,16:04:30,Colombo Head Office,Vehicle,WP CAZ 9034,Suzuki Wagon R,PETROL,37.84,liters,298.96,11312.65,Lanka IOC,RCP-930271,corporate credit,Ruwan Bandara,159850.0,,Very Hot,Increased deliveries,Vehicle refuelled before scheduled client visit.
FT-202607-00568,LankaTech Solutions (Pvt) Ltd,2026/07/12,19:04:00,Kandy Branch,Vehicle,WP CAA 7812,Toyota Prius,Petrol,59.71,ltr,332.72,19866.71,Lanka IOC,RCP-724597,CORPORATE CREDIT,Kasun Fernando,25355.0,,Flooding,Inter-branch transfer,consumption slightly higher due to flooding.
FT-202607-01123,LankaTech Solutions (Pvt) Ltd,09-Jul-2026,20:23:32,Galle Branch,Vehicle,WP KX 2345,Isuzu D-Max, Diesel,50.31,liters,288.79,14529.02,Lanka IOC,RCP-520111,Company Fuel Card,Ruwan Bandara,149152.0,,Rain,Warehouse operations,Fuel receipt entered manually by admin.
FT-202607-00067,LankaTech Solutions (Pvt) Ltd,2026-07-08,08:29:36,Colombo Head Office,Vehicle,WP CAZ 9034,Suzuki Wagon R,PETROL,51.76,litres,309.02,15994.88,Local Fuel Station,RCP-801961,cash,Pradeep Kumar,42088.0,,Flooding,Increased deliveries, additional fuel required due to increased activity. 
FT-202607-01212,LankaTech Solutions (Pvt) Ltd,24-Jul-2026,18:54:24,Kandy,Vehicle,WP CAA 7812,Toyota Prius,PETROL,37.81,liters,297.59,11251.88,Company Fuel Depot,RCP-789708,corporate credit,Kasun Fernando,52234.0,,Normal,Client site visits,generator use
FT-202607-00800,LankaTech Solutions (Pvt) Ltd,06 Jul 2026,15:12:52,Kandy Branch,Vehicle,WP QK 6723,Honda Fit,Petrol,26.72,l,331.57,8859.55,Local Fuel Station,RCP-766097,Corporate Credit,Ruwan Bandara,55393.0,,Very Hot,Client site visits, Emergency fuel top-up. 
FT-202607-01232,LankaTech Solutions (Pvt) Ltd,04 Jul 2026,15:50:55,Kurunegala Warehouse,VEHICLE,WP KX 2345,Isuzu D-Max,DIESEL,52.79,L ,324.2,17114.52,Lanka IOC,RCP-566119,fuel_account,Nimal Perera,133940.0,,Rain,Maintenance work, Generator fuel top-up during maintenance work. 
FT-202607-00288,LankaTech Solutions (Pvt) Ltd,14 Jul 2026,09:59:26,COLOMBO HEAD OFFICE,Vehicle,WP CAZ 9034,Suzuki Wagon R,PetRol,43.22,Litres,339.26,14662.82,Local Fuel Station,RCP-565061,FUEL CARD,Tharindu Silva,84060.0,,Wet Roads,Increased deliveries,Emergency fuel top-up.
FT-202607-00839,LankaTech Solutions (Pvt) Ltd,30-Jul-2026,17:09:21,Colombo Head Office,Vehicle,WP CAB 4521,Toyota Hiace,diesel ,104.78, Ltrs,333.23,34915.84,Lanka IOC,RCP-149157,fuel_account,Nimal Perera,128466.0,,Wet Roads,,Fuel purchased for operational requirement.
FT-202607-00325,LankaTech Solutions (Pvt) Ltd,2026/07/01,12:55:42,galleBranch,Vehicle,WP CBA 1198,Toyota Corolla,petrol ,38.41,l,317.81,12207.08,,RCP-265414,Cash,Amal Fernando,37353.0,,Heavy Rain,Client site visits,Month-end fuel requirement.
FT-202607-00422,LankaTech Solutions (Pvt) Ltd,2026/07/01,18:21:44,Colombo Head Office,Vehicle,WP RAB 3842,Isuzu Elf,Diesel,51.66,Litres,292.32,15101.25,Ceypetco,RCP-606288,cash,Kasun Fernando,178636.0,,Wet Roads,Emergency operations, consumption slightly higher due to wet roads. 
FT-202607-00677,LankaTech Solutions (Pvt) Ltd,11-07-2026,20:41:02,Colombo Head Office,Vehicle,WP CAZ 9034,Suzuki Wagon R,Petrol,41.68,LTR,307.48,12815.77,Local Fuel Station,RCP-857270,cash,Chamath Jayasinghe,35405.0,,Heavy Rain,Month-end deliveries,Routine fuel purchase.
FT-202607-00923,LankaTech Solutions (Pvt) Ltd,26 Jul 2026,15:38:16,Colombo Head Office,Vehicle,WP CAB 4521,Toyota Hiace,DIESEL,88.2,Ltrs,292.8,25824.96,companyFuelDepot,RCP-860780,FUEL CARD,Dinesh Kumara,,,Flooding,WAREHOUSE OPERATIONS,month-end fuel requirement.
FT-202607-01289,LankaTech Solutions (Pvt) Ltd,30 Jul 2026,08:40:01,Kurunegala Warehouse,Generator,GEN-KUR-01,Diesel Generator,diesel ,14.68,liters,323.92,4755.15,Lanka IOC,RCP-361921,Fuel Account,Amal Fernando,,,Heavy Rain,Routine operations,ADDITIONAL TRIP RESULTED IN HIGHER CONSUMPTION.
FT-202607-00458,lankatechSolutions(Pvt)Ltd,2026-07-16,09:12:46,Galle Branch,Vehicle,WP CAA 7812,Toyota Prius,petrol,38.32,Litres,338.05,12954.08,Local Fuel Station,RCP-837191,Company Fuel Card,Ruwan Bandara,124454.0,,Heavy Rain,Client site visits,Extra trip completed from Galle Branch.
FT-202607-00816,LankaTech Solutions (Pvt) Ltd,10/07/2026,14:54:30,Colombo Head Office,Vehicle,WP KX 2345,Isuzu D-Max,Diesel,63.65,LTR,293.26,18666.0,Ceypetco,RCP-887301,Company Fuel Card,Amal Fernando,106698.0,,Wet Roads,Month-end deliveries,Fuel issued for month-end deliveries.
FT-202607-00899,LankaTech Solutions (Pvt) Ltd,22-07-2026,12:19:28,Kurunegala WH,Generator,GEN-KUR-01,Diesel Generator,Diesel,96.53,Litres,290.28,28020.73,,RCP-642732,FUEL CARD,Pradeep Kumar,,14.5,Flooding,Increased deliveries,Additional trip resulted in higher consumption.
FT-202607-01445,LankaTech Solutions (Pvt) Ltd,01 Jul 2026,17:15:29,Kurunegala Warehouse,Vehicle,SP CAB 7788,Toyota Hilux, diesel ,62.61,Ltrs,303.39,18995.25,Ceypetco,RCP-938309,Cash,Kasun Fernando,166487.0,,Flooding,Maintenance work,Consumption slightly higher due to flooding.
FT-202607-00133,LankaTech Solutions (Pvt) Ltd,04-07-2026,07:09:29,Kandy Branch,Vehicle,SP CAB 7788,Toyota Hilux,Diesel,85.51,LTR,287.44,24578.99,Lanka IOC,RCP-393448,corporate credit,Amal Fernando,189842.0,,Normal,Routine operations,additional trip resulted in higher consumption.
FT-202607-00375,LankaTech Solutions (Pvt) Ltd,12-Jul-2026,19:06:09,KURUNEGALA WAREHOUSE,Vehicle,WP QK 6723,Honda Fit,Petrol,71.19,litres,299.61,21329.24,Ceypetco,RCP-261876,Corporate Credit,Ruwan Bandara,186255.0,,Wet Roads,Inter-branch transfer,trip extended
FT-202607-00746,LankaTech Solutions (Pvt) Ltd,04/07/2026,16:35:50,Kurunegala Warehouse,Vehicle,WP CAZ 9034,Suzuki Wagon R,PetRol,40.26,Ltrs,308.72,12429.07,,RCP-119599,Corporate Credit,Tharindu Silva,44207.0,,Very Hot,Client site visits, Month-end fuel requirement. 
FT-202607-01145,LankaTech Solutions (Pvt) Ltd,17-Jul-2026,20:04:43,Galle Branch,Vehicle,WP CAZ 9034,Suzuki Wagon R,PETROL,33.02,L ,327.33,10808.44,Local Fuel Station,RCP-431447,Corporate Credit,Sahan Wijesinghe,39630.0,,Flooding,Client site visits,Extra trip completed from Galle Branch.
FT-202607-00037,LankaTech Solutions (Pvt) Ltd,25-Jul-2026,16:31:58,colombo head office,Vehicle,WP CBA 1198,Toyota Corolla,PETROL,33.78,Litres,340.66,11507.49,Local Fuel Station,RCP-619828,FUEL CARD,Kasun Fernando,153329.0,,Wet Roads,Routine operations,Regular petrol refill for Toyota Corolla.
FT-202607-01284,LankaTech Solutions (Pvt) Ltd,24-07-2026,14:15:04,Colombo Head Office,Generator,GEN-CMB-02,Diesel Generator,DiesEl,38.27,L,292.73,11202.78,Lanka IOC,RCP-695075,company fuel card,Lahiru Senanayake,,4.8,Heavy Rain,Inter-branch transfer,Month-end fuel requirement.
FT-202607-00545,LankaTech Solutions (Pvt) Ltd,07-Jul-2026,11:18:23,galleBranch,Vehicle,WP CAB 4521,Toyota Hiace,DiesEl,38.3,Litres,294.85,11292.75,Local Fuel Station,RCP-393610,Company Fuel Card,Lahiru Senanayake,19725.0,,Flooding,Routine operations,Additional trip resulted in higher consumption.
FT-202607-00507,LankaTech Solutions (Pvt) Ltd,2026-07-10,20:38:41,Kurunegala Warehouse,Vehicle,SP CAB 7788,Toyota Hilux,diesel ,79.23,Litres,315.94,25031.93,Lanka IOC,RCP-224527,COMPANY FUEL CARD,Chamath Jayasinghe,65100.0,,Rain,Increased deliveries,Month-end fuel requirement.
FT-202607-00432,LankaTech Solutions (Pvt) Ltd,05 Jul 2026,11:47:27,Colombo Head Office,Generator,GEN-CMB-01,Diesel Generator,DiesEl,64.43,ltr,324.7,20920.42,Company Fuel Depot,RCP-871221,company fuel card,Sahan Wijesinghe,,9.8,Flooding,Routine operations,Fuel purchased for operational requirement.
FT-202607-00596,LankaTech Solutions (Pvt) Ltd,2026/07/18,14:37:45,Colombo Head Office,Vehicle,SP CAB 7788,Toyota Hilux, Diesel,83.2,Ltrs,302.97,25207.1,Lanka IOC,RCP-722402,FUEL CARD,Ruwan Bandara,103684.0,,Flooding,Inter-branch transfer,Consumption slightly higher due to flooding.
FT-202607-00053,lankatechSolutions(Pvt)Ltd,05-07-2026,09:46:33,KANDY BRANCH,Vehicle,WP RAB 3842,Isuzu Elf,DIESEL,30.84,litres,303.36,9355.62,Ceypetco,RCP-637639,corporate credit,Ruwan Bandara,55464.0,,Normal,Routine operations,regular diesel refill for isuzu elf.
FT-202607-00069,LankaTech Solutions (Pvt) Ltd,2026/07/01,17:47:51,Galle Branch,Generator,GEN-GAL-01,Diesel Generator,DIESEL,28.26,L,308.93,8730.36,Company Fuel Depot,RCP-509675,fuel_account,Amal Fernando,,3.8,Heavy Rain,Inter-branch transfer,vehicle refuelled before scheduled client visit.
FT-202607-01054,LankaTech Solutions (Pvt) Ltd,2026/07/25,07:19:02,Kurunegala Warehouse,vehicle,WP CAZ 9034,Suzuki Wagon R,petrol,28.5,Ltrs,297.72,8485.02,Company Fuel Depot,RCP-863581,company fuel card,Sahan Wijesinghe,161433.0,,Heavy Rain,Client site visits,Month-end fuel requirement.
FT-202607-01375,LankaTech Solutions (Pvt) Ltd,28 Jul 2026,18:32:36,Galle Branch,Vehicle,WP CAZ 9034,Suzuki Wagon R, Petrol,20.34,L ,320.18,6512.46,Company Fuel Depot,RCP-598060,corporate credit,Nimal Perera,128948.0,,Very Hot,Warehouse operations,CONSUMPTION SLIGHTLY HIGHER DUE TO VERY HOT.
FT-202607-00231,LankaTech Solutions (Pvt) Ltd,01-07-2026,15:18:50,Galle Branch,Vehicle,WP RAB 3842,Isuzu Elf,DiesEl,85.58,Ltrs,330.12,28251.67,Ceypetco,RCP-280422,Fuel Account,Amal Fernando,174262.0,,Flooding,Emergency operations,Regular diesel refill for Isuzu Elf.
FT-202607-01352,LankaTech Solutions (Pvt) Ltd,27-Jul-2026,09:49:31,Colombo Head Office,Vehicle,WP CAB 4521,Toyota Hiace,Diesel,53.02,litres,285.15,15118.65,Company Fuel Depot,RCP-656855,corporate credit,Sahan Wijesinghe,26451.0,,Wet Roads,Routine operations,Fuel receipt entered manually by admin.
FT-202607-00462,LankaTech Solutions (Pvt) Ltd,24-Jul-2026,12:31:22,Kandy branch,Generator,GEN-KDY-01,Diesel Generator,diesel,22.67,l,316.01,7163.95,ceypetco,RCP-127923,Cash,Pradeep Kumar,,5.0,Very Hot,Increased deliveries,Month-end fuel requirement.
FT-202607-00737,LankaTech Solutions (Pvt) Ltd,19 Jul 2026,06:31:07,Kandy Branch,Vehicle,CP CAE 9911,Mitsubishi Canter,diesel,53.55,litres,288.08,15426.68,Lanka IOC,RCP-863774,fuel_account,Lahiru Senanayake,102347.0,,Rain,Maintenance work,fuel purchased for operational requirement.
FT-202607-00115,LankaTech Solutions (Pvt) Ltd,28-07-2026,19:27:16,Colombo Head Office,Generator,GEN-CMB-01,Diesel Generator,diesel,70.03,L ,314.69,22037.74, Company Fuel Depot,RCP-660781,,Nimal Perera,,12.2,Heavy Rain,Month-end deliveries,fuel issued as per request.
FT-202607-00908,LankaTech Solutions (Pvt) Ltd,2026-07-29,08:59:06,Kandy Branch,Vehicle,WP RAB 3842,Isuzu Elf, Diesel,58.83,ltr,320.64,18863.25,Local Fuel Station,RCP-793767,Fuel Account,,53367.0,,Normal,Warehouse operations,Generator fuel top-up during warehouse operations.
FT-202607-00216,LankaTech Solutions (Pvt) Ltd,12-07-2026,07:07:35,Colombo Head Office,Vehicle,WP CBA 1198,Toyota Corolla,Petrol,38.42,L,343.22,13186.51,,RCP-124873,company fuel card,Tharindu Silva ,118698.0,,Very Hot,,Additional trip resulted in higher consumption.
FT-202607-01010,LankaTech Solutions (Pvt) Ltd,08 Jul 2026,19:39:07,kurunegalaWarehouse,Vehicle,CP CAE 9911,Mitsubishi Canter,diesel ,71.92,l,293.12,21081.19,,RCP-298406,FUEL CARD,Chamath Jayasinghe,66655.0,,Wet Roads,Inter-branch transfer,Generator fuel top-up during inter-branch transfer.
FT-202607-01401,LankaTech Solutions (Pvt) Ltd,01-Jul-2026,13:32:20,Kandy Branch,Vehicle,WP CAA 7812,Toyota Prius,petrol ,39.2,L,323.16,12667.87, Local Fuel Station,RCP-935996,company fuel card,Amal Fernando,44828.0,,Very Hot,Client site visits, Fuel purchased for operational requirement. 
FT-202607-01295,lankatech solutions (pvt) ltd,2026-07-25,08:31:50,Galle Branch,Vehicle,CP BDT 5521,Toyota TownAce,DIESEL,45.07,L,327.8,14773.95,Ceypetco,RCP-836259,company fuel card,Ruwan Bandara,130934.0,,Flooding,Inter-branch transfer,Additional trip resulted in higher consumption.
FT-202607-00720,LankaTech Solutions (Pvt) Ltd,30-07-2026,13:25:26,Colombo Head Office,Vehicle,CP BDT 5521,Toyota TownAce,diesel ,78.36,L ,334.21,26188.7,Lanka IOC,RCP-367549,FUEL CARD,Kasun Fernando,185835.0,,Heavy Rain,Inter-branch transfer,Extra trip completed from Colombo Head Office.
FT-202607-00048,LankaTech Solutions (Pvt) Ltd,18-07-2026,13:00:13,Galle Branch,Vehicle,WP CAB 4521,Toyota Hiace,diesel ,85.26,L,310.2,26447.65,Company Fuel Depot,RCP-110230,Cash,Sahan Wijesinghe,63244.0,,Normal,Increased deliveries,extra trip completed from galle branch.
FT-202607-00617,LankaTech Solutions (Pvt) Ltd,31/07/2026,07:38:23,Kandy Branch,Vehicle,WP CBA 1198,Toyota Corolla, Petrol,42.82,litres,302.01,12932.07,Company Fuel Depot,RCP-305938,Corporate Credit,Chamath Jayasinghe,140506.0,,Wet Roads,Inter-branch transfer,
FT-202607-01101,lankatech solutions (pvt) ltd,21-Jul-2026,06:19:23,Colombo Head Office,Vehicle,WP CBA 1198,Toyota Corolla,Petrol,44.08,Litres,295.34,13018.59,Ceypetco,RCP-508441,Corporate Credit,Tharindu Silva,74971.0,,Normal,Client site visits,EXTRA TRIP COMPLETED FROM COLOMBO HEAD OFFICE.
FT-202607-01267,LankaTech Solutions (Pvt) Ltd,26/07/2026,08:37:02,Colombo Head Office,Vehicle,CP BDT 5521,Toyota TownAce, Diesel,86.64,litres,325.8,28227.31,Lanka IOC,RCP-436850,Fuel Account,Dinesh Kumara,46404.0,,Flooding,Routine operations,
FT-202607-00589,LankaTech Solutions (Pvt) Ltd,30 Jul 2026,13:26:58,Colombo Head Office,Vehicle,CP CAE 9911,Mitsubishi Canter,diesel,69.03,liters,314.94,21740.31,Local Fuel Station,RCP-863993,Fuel Account,Ruwan Bandara,82189.0,,Heavy Rain,Inter-branch transfer,extra trip completed from colombo head office.
FT-202607-00185,LankaTech Solutions (Pvt) Ltd,19-Jul-2026,13:05:11,Colombo Head Office ,Generator,GEN-CMB-01,Diesel Generator,DiesEl,100.33,litres,311.59,31261.82,,RCP-871754,Corporate Credit,Ruwan Bandara,,10.7,Wet Roads,Emergency operations,Additional trip resulted in higher consumption.
FT-202607-00509,LankaTech Solutions (Pvt) Ltd,2026/07/24,08:39:10,Kandy Branch,Vehicle,WP CAB 4521,Toyota Hiace,diesel,35.97,ltr,316.92,11399.61,Lanka IOC,RCP-685826,Corporate Credit,Pradeep Kumar,27924.0,,Heavy Rain,Maintenance work, Fuel issued for maintenance work. 
FT-202607-00437,LankaTech Solutions (Pvt) Ltd,18/07/2026,12:03:46,Kurunegala Warehouse,Vehicle,WP KX 2345,Isuzu D-Max,DiesEl,64.88,Litres,333.35,21627.75,Local Fuel Station,RCP-114847,,Nimal Perera,131724.0,,Flooding,Warehouse operations,Fuel issued as per request.
FT-202607-00859,LankaTech Solutions (Pvt) Ltd,13 Jul 2026,13:09:02,Kandy branch,Vehicle,CP BDT 5521,Toyota TownAce,DiesEl,107.2,LTR,331.9,35579.68,Local Fuel Station,RCP-945613,Cash,Nimal Perera,112733.0,,Very Hot,Inter-branch transfer,Refuelling completed at approved station.
FT-202607-00974,LankaTech Solutions (Pvt) Ltd,13 Jul 2026,16:35:51,Colombo Head Office,Generator,GEN-CMB-02,Diesel Generator,DiesEl,67.88,Litres,322.6,21898.09,Ceypetco,RCP-446141,fuel_account,Ruwan Bandara,,11.8,Normal,Maintenance work,Emergency fuel top-up.
FT-202607-00631,LankaTech Solutions (Pvt) Ltd,08-07-2026,07:38:27,Colombo Head Office,Vehicle,WP CAA 7812,Toyota Prius,PetRol,26.35,Litres,341.04,8986.4,Lanka IOC,RCP-486407,Corporate Credit,Pradeep Kumar,155054.0,,Very Hot,Inter-branch transfer,Consumption slightly higher due to very hot.
FT-202607-01030,LankaTech Solutions (Pvt) Ltd,21/07/2026,11:32:42,Kurunegala Warehouse,Generator,GEN-KUR-01,Diesel Generator,Diesel,101.69,litres,301.45,30654.45,Lanka IOC,RCP-405053,Company Fuel Card,Nimal Perera,,17.4,Wet Roads,,Additional trip resulted in higher consumption.
FT-202607-00663,LankaTech Solutions (Pvt) Ltd,04-07-2026,09:17:37,Kurunegala Warehouse,Vehicle,WP QK 6723,Honda Fit,PETROL,29.55,Ltrs,310.2,9166.41,Lanka IOC,RCP-335488,companyFuelCard,Tharindu Silva,32775.0,,Wet Roads,Maintenance work,Additional fuel required due to increased activity.
FT-202607-01441,LankaTech Solutions (Pvt) Ltd,29 Jul 2026,16:40:38,Colombo Head Office,Vehicle,WP CBA 1198,Toyota Corolla,petrol ,36.66,liters,322.34,11816.98,Local Fuel Station,RCP-182931,fuel_account,Amal Fernando,103997.0,,Rain,Warehouse operations,Vehicle refuelled before scheduled client visit.
FT-202607-00274,LankaTech Solutions (Pvt) Ltd,10/07/2026,11:15:14,Galle Branch,Vehicle,WP CAB 4521,Toyota Hiace, Diesel,65.35,Litres,328.23,21449.83,Local Fuel Station,RCP-573424,Cash,Sahan Wijesinghe,129513.0,,Rain,Routine operations,Fuel purchased for operational requirement.
FT-202607-00731,LankaTech Solutions (Pvt) Ltd,02/07/2026,06:23:15,Colombo Head Office,Vehicle,WP RAB 3842,Isuzu Elf,DiesEl,37.48,L ,311.22,11664.53,Ceypetco,RCP-131022,FUEL CARD,Lahiru  Senanayake,86161.0,,Heavy Rain,Warehouse operations,Regular diesel refill for Isuzu Elf.
FT-202607-01483,LankaTech Solutions (Pvt) Ltd,18/07/2026,11:55:34,Colombo Head Office,Generator,GEN-CMB-01,Diesel Generator,DIESEL,31.11,liters,321.79,10010.89,Lanka IOC,RCP-312861,Corporate Credit,Nimal Perera,,6.7,Normal,Month-end deliveries,Vehicle refuelled before scheduled client visit.
FT-202607-00138,LankaTech Solutions (Pvt) Ltd,23/07/2026,19:17:03,Kurunegala Warehouse,Vehicle,CP BDT 5521,Toyota TownAce,diesel ,78.76,L ,326.79,25737.98,Company Fuel Depot,RCP-373430,cash,Ruwan Bandara,135418.0,,Normal,Month-end deliveries,Consumption slightly higher due to normal.
FT-202607-01050,LankaTech Solutions (Pvt) Ltd,04-07-2026,12:57:40,Kurunegala Warehouse,Vehicle,WP CAZ 9034,Suzuki Wagon R,petrol ,39.06,L ,306.42,11968.77,ceypetco,RCP-803948,corporate credit,Tharindu Silva,130357.0,,Heavy Rain,MAINTENANCE WORK,Emergency fuel top-up.
FT-202607-01480,lankatechSolutions(Pvt)Ltd,15-Jul-2026,15:11:23,Colombo Head Office,Generator,GEN-CMB-01,Diesel Generator,diesel ,59.54,liters,304.25,18115.04,Company Fuel Depot,RCP-692101,Corporate Credit,Lahiru Senanayake,,7.6,Very Hot,Emergency operations,Fuel issued as per request.
FT-202607-01193,LankaTech Solutions (Pvt) Ltd,18-Jul-2026,08:08:54,COLOMBO HEAD OFFICE,Vehicle,CP CAE 9911,Mitsubishi Canter,diesel ,72.25,L,319.8,23105.55,Company Fuel Depot,RCP-436534,company fuel card,Lahiru Senanayake,61998.0,,Heavy Rain,Client site visits, EXTRA TRIP COMPLETED FROM COLOMBO HEAD OFFICE. 
FT-202607-00835,LankaTech Solutions (Pvt) Ltd,2026/07/26,11:13:13,Kurunegala Warehouse,Vehicle,WP QK 6723,Honda Fit,petrol,57.22,l,341.97,19567.52,Local Fuel Station,RCP-845595,fuel_account,Chamath Jayasinghe,30704.0,,Normal,Increased deliveries,Consumption slightly higher due to normal.
FT-202607-00673,LankaTech Solutions (Pvt) Ltd,14-Jul-2026,17:44:22,Colombo Head Office,Vehicle,WP CAA 7812,Toyota Prius,PETROL,49.24,Litres,311.61,15343.68,Lanka IOC,RCP-762909,Cash,Nimal Perera,91809.0,,Flooding,MONTH-END DELIVERIES,Generator fuel top-up during month-end deliveries.
FT-202607-01256,LankaTech Solutions (Pvt) Ltd,18/07/2026,14:50:54,Colombo Head Office,Vehicle,CP BDT 5521,Toyota TownAce,DiesEl,104.71,L,329.53,34505.09,Company Fuel Depot,RCP-121389,fuel_account,Dinesh Kumara,97089.0,,Wet Roads,Month-end deliveries,fuel receipt entered manually by admin.
FT-202607-01282,LankaTech Solutions (Pvt) Ltd,24 Jul 2026,06:06:46,Colombo Head Office,Generator,GEN-CMB-02,Diesel Generator,Diesel,64.32,liters,324.26,20856.4,Ceypetco,RCP-982107,Company Fuel Card,Amal Fernando,,9.0,Flooding,Client site visits,Regular diesel refill for Diesel Generator.
FT-202607-00108,LankaTech Solutions (Pvt) Ltd,05-Jul-2026,20:56:21,Kurunegala WH,Vehicle,CP CAE 9911,Mitsubishi Canter,DIESEL,64.8,L ,320.72,20782.66,Ceypetco,RCP-388853,fuel_account,Pradeep Kumar,59931.0,,Flooding,Month-end deliveries,N/A
FT-202607-00391,LankaTech Solutions (Pvt) Ltd,14-Jul-2026,11:03:58,KURUNEGALA WAREHOUSE,Vehicle,WP CAA 7812,Toyota Prius,Petrol,13.97,l,340.2,4752.59,Ceypetco,RCP-632389,corporate credit,Tharindu Silva,180051.0,,Wet Roads,Warehouse operations,Routine fuel purchase.
FT-202607-01349,LankaTech Solutions (Pvt) Ltd,2026/07/03,16:08:57,Kandy Branch,Generator,GEN-KDY-01,Diesel Generator, Diesel,90.11,liters,288.3,25978.71,Lanka IOC,RCP-661416,FUEL CARD,Kasun Fernando,,16.5,Rain,Month-end deliveries,ROUTINE FUEL PURCHASE.
FT-202607-00684,LankaTech Solutions (Pvt) Ltd,2026-07-06,16:53:32,Kandy Branch,Vehicle,WP CAZ 9034,Suzuki Wagon R,petrol ,43.05,LTR,322.38,13878.46,Company Fuel Depot,RCP-210348,Company Fuel Card,Dinesh Kumara,100457.0,,Very Hot,Inter-branch transfer,fuel issued as per request.
FT-202607-00102,LankaTech Solutions (Pvt) Ltd,05-07-2026,08:47:04,Colombo Head Office,Vehicle,WP CAZ 9034,Suzuki Wagon R, Petrol,61.16,ltr,342.46,20944.85,Local Fuel Station,RCP-950018,cash,Amal Fernando,126900.0,,Wet Roads,Maintenance work,Consumption slightly higher due to wet roads.
FT-202607-01175,LankaTech Solutions (Pvt) Ltd,2026/07/22,17:20:30,kurunegalaWarehouse,Vehicle,WP KX 2345,Isuzu D-Max,DIESEL,61.44,l,326.59,20065.69,Lanka IOC,RCP-577667,cash,Amal Fernando,168030.0,,Heavy Rain,Emergency operations,Fuel issued for emergency operations.
FT-202607-01106,LankaTech Solutions (Pvt) Ltd,2026/07/03,07:47:30,Colombo Head Office,Vehicle,WP CAB 4521,Toyota Hiace,DIESEL,59.37,Litres,307.01,18227.18,Company Fuel Depot ,RCP-211205,Cash,Lahiru Senanayake,166342.0,,Very Hot,,routine fuel purchase.
FT-202607-00513,LankaTech Solutions (Pvt) Ltd,2026-07-09,08:54:07,Kurunegala Warehouse,Generator,GEN-KUR-01,Diesel Generator, Diesel,21.18,L ,334.61,7087.04,Company Fuel Depot,RCP-660650,Fuel Account,Nimal Perera,,2.5,Very Hot,Warehouse operations,Vehicle refuelled before scheduled client visit. Higher than normal usage reported.
FT-202607-00249,LankaTech Solutions (Pvt) Ltd,11-07-2026,14:11:00,Galle Branch,Vehicle,CP  BDT  5521,Toyota TownAce,diesel,43.9,Litres,317.12,13921.57,Ceypetco,RCP-215311,corporate credit,Chamath Jayasinghe,171929.0,,Rain,Client site visits,Fuel receipt entered manually by admin.
FT-202607-00086,LankaTech Solutions (Pvt) Ltd,2026-07-10,09:40:19,Colombo Head Office,Vehicle,CP BDT 5521,Toyota TownAce,diesel,29.93,Litres,303.9,9095.73,Ceypetco,RCP-264428,FUEL CARD,Pradeep Kumar,179015.0,,Flooding,Routine operations,Fuel receipt entered manually by admin.
FT-202607-00279,LankaTech Solutions (Pvt) Ltd,13/07/2026,11:14:02,Galle Branch,Vehicle,WP RAB 3842,Isuzu Elf, Diesel,71.7,Litres,322.28,23107.48,Local Fuel Station,RCP-564624,Cash,Amal Fernando,84236.0,,Flooding,Month-end deliveries,Extra trip completed from Galle Branch.
